ISRC,UPC,Track title,Artist,Release title,Label,Platform,Country,Quantity,Net revenue in EUR,Reporting month
TEST00002876,0000001002876,Track 2876,Artist 26,Release 76,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002877,0000001002877,Track 2877,Artist 27,Release 77,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002878,0000001002878,Track 2878,Artist 28,Release 78,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002879,0000001002879,Track 2879,Artist 29,Release 79,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002880,0000001002880,Track 2880,Artist 30,Release 80,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002881,0000001002881,Track 2881,Artist 31,Release 81,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002882,0000001002882,Track 2882,Artist 32,Release 82,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002883,0000001002883,Track 2883,Artist 33,Release 83,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002884,0000001002884,Track 2884,Artist 34,Release 84,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002885,0000001002885,Track 2885,Artist 35,Release 85,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002886,0000001002886,Track 2886,Artist 36,Release 86,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002887,0000001002887,Track 2887,Artist 37,Release 87,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002888,0000001002888,Track 2888,Artist 38,Release 88,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002889,0000001002889,Track 2889,Artist 39,Release 89,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002890,0000001002890,Track 2890,Artist 40,Release 90,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002891,0000001002891,Track 2891,Artist 41,Release 91,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002892,0000001002892,Track 2892,Artist 42,Release 92,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002893,0000001002893,Track 2893,Artist 43,Release 93,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002894,0000001002894,Track 2894,Artist 44,Release 94,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002895,0000001002895,Track 2895,Artist 45,Release 95,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002896,0000001002896,Track 2896,Artist 46,Release 96,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002897,0000001002897,Track 2897,Artist 47,Release 97,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002898,0000001002898,Track 2898,Artist 48,Release 98,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002899,0000001002899,Track 2899,Artist 49,Release 99,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002900,0000001002900,Track 2900,Artist 0,Release 0,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002901,0000001002901,Track 2901,Artist 1,Release 1,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002902,0000001002902,Track 2902,Artist 2,Release 2,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002903,0000001002903,Track 2903,Artist 3,Release 3,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002904,0000001002904,Track 2904,Artist 4,Release 4,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002905,0000001002905,Track 2905,Artist 5,Release 5,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002906,0000001002906,Track 2906,Artist 6,Release 6,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002907,0000001002907,Track 2907,Artist 7,Release 7,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002908,0000001002908,Track 2908,Artist 8,Release 8,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002909,0000001002909,Track 2909,Artist 9,Release 9,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002910,0000001002910,Track 2910,Artist 10,Release 10,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002911,0000001002911,Track 2911,Artist 11,Release 11,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002912,0000001002912,Track 2912,Artist 12,Release 12,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002913,0000001002913,Track 2913,Artist 13,Release 13,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002914,0000001002914,Track 2914,Artist 14,Release 14,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002915,0000001002915,Track 2915,Artist 15,Release 15,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002916,0000001002916,Track 2916,Artist 16,Release 16,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002917,0000001002917,Track 2917,Artist 17,Release 17,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002918,0000001002918,Track 2918,Artist 18,Release 18,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002919,0000001002919,Track 2919,Artist 19,Release 19,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002920,0000001002920,Track 2920,Artist 20,Release 20,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002921,0000001002921,Track 2921,Artist 21,Release 21,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002922,0000001002922,Track 2922,Artist 22,Release 22,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002923,0000001002923,Track 2923,Artist 23,Release 23,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002924,0000001002924,Track 2924,Artist 24,Release 24,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002925,0000001002925,Track 2925,Artist 25,Release 25,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002926,0000001002926,Track 2926,Artist 26,Release 26,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002927,0000001002927,Track 2927,Artist 27,Release 27,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002928,0000001002928,Track 2928,Artist 28,Release 28,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002929,0000001002929,Track 2929,Artist 29,Release 29,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002930,0000001002930,Track 2930,Artist 30,Release 30,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002931,0000001002931,Track 2931,Artist 31,Release 31,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002932,0000001002932,Track 2932,Artist 32,Release 32,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002933,0000001002933,Track 2933,Artist 33,Release 33,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002934,0000001002934,Track 2934,Artist 34,Release 34,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002935,0000001002935,Track 2935,Artist 35,Release 35,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002936,0000001002936,Track 2936,Artist 36,Release 36,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002937,0000001002937,Track 2937,Artist 37,Release 37,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002938,0000001002938,Track 2938,Artist 38,Release 38,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002939,0000001002939,Track 2939,Artist 39,Release 39,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002940,0000001002940,Track 2940,Artist 40,Release 40,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002941,0000001002941,Track 2941,Artist 41,Release 41,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002942,0000001002942,Track 2942,Artist 42,Release 42,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002943,0000001002943,Track 2943,Artist 43,Release 43,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002944,0000001002944,Track 2944,Artist 44,Release 44,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002945,0000001002945,Track 2945,Artist 45,Release 45,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002946,0000001002946,Track 2946,Artist 46,Release 46,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002947,0000001002947,Track 2947,Artist 47,Release 47,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002948,0000001002948,Track 2948,Artist 48,Release 48,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002949,0000001002949,Track 2949,Artist 49,Release 49,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002950,0000001002950,Track 2950,Artist 0,Release 50,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002951,0000001002951,Track 2951,Artist 1,Release 51,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002952,0000001002952,Track 2952,Artist 2,Release 52,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002953,0000001002953,Track 2953,Artist 3,Release 53,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002954,0000001002954,Track 2954,Artist 4,Release 54,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002955,0000001002955,Track 2955,Artist 5,Release 55,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002956,0000001002956,Track 2956,Artist 6,Release 56,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002957,0000001002957,Track 2957,Artist 7,Release 57,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002958,0000001002958,Track 2958,Artist 8,Release 58,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002959,0000001002959,Track 2959,Artist 9,Release 59,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002960,0000001002960,Track 2960,Artist 10,Release 60,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002961,0000001002961,Track 2961,Artist 11,Release 61,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002962,0000001002962,Track 2962,Artist 12,Release 62,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002963,0000001002963,Track 2963,Artist 13,Release 63,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002964,0000001002964,Track 2964,Artist 14,Release 64,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002965,0000001002965,Track 2965,Artist 15,Release 65,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002966,0000001002966,Track 2966,Artist 16,Release 66,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002967,0000001002967,Track 2967,Artist 17,Release 67,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002968,0000001002968,Track 2968,Artist 18,Release 68,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002969,0000001002969,Track 2969,Artist 19,Release 69,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002970,0000001002970,Track 2970,Artist 20,Release 70,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002971,0000001002971,Track 2971,Artist 21,Release 71,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002972,0000001002972,Track 2972,Artist 22,Release 72,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002973,0000001002973,Track 2973,Artist 23,Release 73,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002974,0000001002974,Track 2974,Artist 24,Release 74,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002975,0000001002975,Track 2975,Artist 25,Release 75,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002976,0000001002976,Track 2976,Artist 26,Release 76,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002977,0000001002977,Track 2977,Artist 27,Release 77,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002978,0000001002978,Track 2978,Artist 28,Release 78,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002979,0000001002979,Track 2979,Artist 29,Release 79,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002980,0000001002980,Track 2980,Artist 30,Release 80,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002981,0000001002981,Track 2981,Artist 31,Release 81,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002982,0000001002982,Track 2982,Artist 32,Release 82,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002983,0000001002983,Track 2983,Artist 33,Release 83,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002984,0000001002984,Track 2984,Artist 34,Release 84,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002985,0000001002985,Track 2985,Artist 35,Release 85,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002986,0000001002986,Track 2986,Artist 36,Release 86,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002987,0000001002987,Track 2987,Artist 37,Release 87,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002988,0000001002988,Track 2988,Artist 38,Release 88,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002989,0000001002989,Track 2989,Artist 39,Release 89,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002990,0000001002990,Track 2990,Artist 40,Release 90,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002991,0000001002991,Track 2991,Artist 41,Release 91,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002992,0000001002992,Track 2992,Artist 42,Release 92,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002993,0000001002993,Track 2993,Artist 43,Release 93,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002994,0000001002994,Track 2994,Artist 44,Release 94,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002995,0000001002995,Track 2995,Artist 45,Release 95,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002996,0000001002996,Track 2996,Artist 46,Release 96,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00002997,0000001002997,Track 2997,Artist 47,Release 97,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00002998,0000001002998,Track 2998,Artist 48,Release 98,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00002999,0000001002999,Track 2999,Artist 49,Release 99,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003000,0000001003000,Track 3000,Artist 0,Release 0,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003001,0000001003001,Track 3001,Artist 1,Release 1,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003002,0000001003002,Track 3002,Artist 2,Release 2,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003003,0000001003003,Track 3003,Artist 3,Release 3,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003004,0000001003004,Track 3004,Artist 4,Release 4,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003005,0000001003005,Track 3005,Artist 5,Release 5,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003006,0000001003006,Track 3006,Artist 6,Release 6,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003007,0000001003007,Track 3007,Artist 7,Release 7,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003008,0000001003008,Track 3008,Artist 8,Release 8,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003009,0000001003009,Track 3009,Artist 9,Release 9,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003010,0000001003010,Track 3010,Artist 10,Release 10,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003011,0000001003011,Track 3011,Artist 11,Release 11,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003012,0000001003012,Track 3012,Artist 12,Release 12,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003013,0000001003013,Track 3013,Artist 13,Release 13,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003014,0000001003014,Track 3014,Artist 14,Release 14,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003015,0000001003015,Track 3015,Artist 15,Release 15,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003016,0000001003016,Track 3016,Artist 16,Release 16,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003017,0000001003017,Track 3017,Artist 17,Release 17,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003018,0000001003018,Track 3018,Artist 18,Release 18,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003019,0000001003019,Track 3019,Artist 19,Release 19,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003020,0000001003020,Track 3020,Artist 20,Release 20,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003021,0000001003021,Track 3021,Artist 21,Release 21,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003022,0000001003022,Track 3022,Artist 22,Release 22,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003023,0000001003023,Track 3023,Artist 23,Release 23,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003024,0000001003024,Track 3024,Artist 24,Release 24,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003025,0000001003025,Track 3025,Artist 25,Release 25,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003026,0000001003026,Track 3026,Artist 26,Release 26,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003027,0000001003027,Track 3027,Artist 27,Release 27,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003028,0000001003028,Track 3028,Artist 28,Release 28,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003029,0000001003029,Track 3029,Artist 29,Release 29,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003030,0000001003030,Track 3030,Artist 30,Release 30,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003031,0000001003031,Track 3031,Artist 31,Release 31,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003032,0000001003032,Track 3032,Artist 32,Release 32,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003033,0000001003033,Track 3033,Artist 33,Release 33,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003034,0000001003034,Track 3034,Artist 34,Release 34,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003035,0000001003035,Track 3035,Artist 35,Release 35,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003036,0000001003036,Track 3036,Artist 36,Release 36,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003037,0000001003037,Track 3037,Artist 37,Release 37,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003038,0000001003038,Track 3038,Artist 38,Release 38,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003039,0000001003039,Track 3039,Artist 39,Release 39,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003040,0000001003040,Track 3040,Artist 40,Release 40,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003041,0000001003041,Track 3041,Artist 41,Release 41,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003042,0000001003042,Track 3042,Artist 42,Release 42,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003043,0000001003043,Track 3043,Artist 43,Release 43,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003044,0000001003044,Track 3044,Artist 44,Release 44,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003045,0000001003045,Track 3045,Artist 45,Release 45,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003046,0000001003046,Track 3046,Artist 46,Release 46,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003047,0000001003047,Track 3047,Artist 47,Release 47,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003048,0000001003048,Track 3048,Artist 48,Release 48,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003049,0000001003049,Track 3049,Artist 49,Release 49,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003050,0000001003050,Track 3050,Artist 0,Release 50,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003051,0000001003051,Track 3051,Artist 1,Release 51,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003052,0000001003052,Track 3052,Artist 2,Release 52,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003053,0000001003053,Track 3053,Artist 3,Release 53,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003054,0000001003054,Track 3054,Artist 4,Release 54,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003055,0000001003055,Track 3055,Artist 5,Release 55,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003056,0000001003056,Track 3056,Artist 6,Release 56,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003057,0000001003057,Track 3057,Artist 7,Release 57,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003058,0000001003058,Track 3058,Artist 8,Release 58,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003059,0000001003059,Track 3059,Artist 9,Release 59,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003060,0000001003060,Track 3060,Artist 10,Release 60,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003061,0000001003061,Track 3061,Artist 11,Release 61,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003062,0000001003062,Track 3062,Artist 12,Release 62,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003063,0000001003063,Track 3063,Artist 13,Release 63,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003064,0000001003064,Track 3064,Artist 14,Release 64,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003065,0000001003065,Track 3065,Artist 15,Release 65,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003066,0000001003066,Track 3066,Artist 16,Release 66,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003067,0000001003067,Track 3067,Artist 17,Release 67,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003068,0000001003068,Track 3068,Artist 18,Release 68,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003069,0000001003069,Track 3069,Artist 19,Release 69,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003070,0000001003070,Track 3070,Artist 20,Release 70,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003071,0000001003071,Track 3071,Artist 21,Release 71,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003072,0000001003072,Track 3072,Artist 22,Release 72,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003073,0000001003073,Track 3073,Artist 23,Release 73,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003074,0000001003074,Track 3074,Artist 24,Release 74,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003075,0000001003075,Track 3075,Artist 25,Release 75,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003076,0000001003076,Track 3076,Artist 26,Release 76,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003077,0000001003077,Track 3077,Artist 27,Release 77,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003078,0000001003078,Track 3078,Artist 28,Release 78,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003079,0000001003079,Track 3079,Artist 29,Release 79,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003080,0000001003080,Track 3080,Artist 30,Release 80,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003081,0000001003081,Track 3081,Artist 31,Release 81,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003082,0000001003082,Track 3082,Artist 32,Release 82,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003083,0000001003083,Track 3083,Artist 33,Release 83,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003084,0000001003084,Track 3084,Artist 34,Release 84,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003085,0000001003085,Track 3085,Artist 35,Release 85,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003086,0000001003086,Track 3086,Artist 36,Release 86,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003087,0000001003087,Track 3087,Artist 37,Release 87,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003088,0000001003088,Track 3088,Artist 38,Release 88,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003089,0000001003089,Track 3089,Artist 39,Release 89,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003090,0000001003090,Track 3090,Artist 40,Release 90,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003091,0000001003091,Track 3091,Artist 41,Release 91,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003092,0000001003092,Track 3092,Artist 42,Release 92,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003093,0000001003093,Track 3093,Artist 43,Release 93,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003094,0000001003094,Track 3094,Artist 44,Release 94,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003095,0000001003095,Track 3095,Artist 45,Release 95,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003096,0000001003096,Track 3096,Artist 46,Release 96,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003097,0000001003097,Track 3097,Artist 47,Release 97,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003098,0000001003098,Track 3098,Artist 48,Release 98,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003099,0000001003099,Track 3099,Artist 49,Release 99,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003100,0000001003100,Track 3100,Artist 0,Release 0,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00003101,0000001003101,Track 3101,Artist 1,Release 1,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00003102,0000001003102,Track 3102,Artist 2,Release 2,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00003103,0000001003103,Track 3103,Artist 3,Release 3,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
