Bulan laporan;Bulan Penjualan;Platform;Negara;Nama Label;Nama Artis;Judul rilis;Judul track;UPC;ISRC;Referensi Katalog Rilis;Jenis Langganan Streaming;Jenis rilis;Jenis penjualan;Kuantias;Mata Uang Pembayaran Klien;Harga Unit;Biaya Mekanis;Pendapatan Kotor;Tingkat pembagian klien;Pendapatan Bersih
"2025/05/01";"2025/04/01";"Spotify";"Indonesia";"Mustafa Kamal";"David sky";"Jaloe Jemeurang";"Jaloe Jemeurang";"3617053661286";"DG-A07-22-35986";"";"Premium";"Music Release";"Stream";2;"EUR";"0,001938000000";"0,000000";"0,003876000000";"0,70000000";"0,002713200000"
"2025/05/01";"2025/04/01";"Spotify";"Hong kong";"Mustafa Kamal";"David sky";"Jaloe Jemeurang";"Jaloe Jemeurang";"3617053661286";"DG-A07-22-35986";"";"Freemium / Ad Supported";"Music Release";"Platform Promotion";1;"EUR";"-0,000045849000";"0,000000";"-0,000045849000";"1,00000000";"-0,000045849000"
"2025/05/01";"2025/04/01";"Spotify";"Indonesia";"Mustafa Kamal";"David sky";"Jaloe Jemeurang";"Jaloe Jemeurang";"3617053661286";"DG-A07-22-35986";"";"Premium";"Music Release";"Stream";1;"EUR";"0,001060000000";"0,000000";"0,001060000000";"0,70000000";"0,000742000000"
"2025/05/01";"2025/04/01";"Spotify";"United states";"Mustafa Kamal";"David sky";"Jaloe Jemeurang";"Jaloe Jemeurang";"3617053661286";"DG-A07-22-35986";"";"Freemium / Ad Supported";"Music Release";"Stream";1;"EUR";"0,002599000000";"0,000000";"0,002599000000";"0,70000000";"0,001819300000"
"2025/05/01";"2025/04/01";"Spotify";"Hungary";"Mustafa Kamal";"David sky";"Jaloe Jemeurang";"Jaloe Jemeurang";"3617053661286";"DG-A07-22-35986";"";"Freemium / Ad Supported";"Music Release";"Platform Promotion";1;"EUR";"-0,000025346000";"0,000000";"-0,000025346000";"1,00000000";"-0,000025346000"
"2025/05/01";"2025/04/01";"Spotify";"Poland";"Mustafa Kamal";"David sky";"Jaloe Jemeurang";"Jaloe Jemeurang";"3617053661286";"DG-A07-22-35986";"";"Premium";"Music Release";"Platform Promotion";1;"EUR";"-0,000576581000";"0,000000";"-0,000576581000";"1,00000000";"-0,000576581000"
"2025/05/01";"2025/04/01";"Spotify";"Indonesia";"Mustafa Kamal";"David sky";"Jaloe Jemeurang";"Jaloe Jemeurang";"3617053661286";"DG-A07-22-35986";"";"Freemium / Ad Supported";"Music Release";"Stream";493;"EUR";"0,000006880300";"0,000000";"0,003391987900";"0,70000000";"0,002374391530"
"2025/05/01";"2025/04/01";"Spotify";"Indonesia";"Mustafa Kamal";"David sky";"Jaloe Jemeurang";"Jaloe Jemeurang";"3617053661286";"DG-A07-22-35986";"";"Premium";"Music Release";"Stream";2;"EUR";"0,000847000000";"0,000000";"0,001694000000";"0,70000000";"0,001185800000"
"2025/05/01";"2025/04/01";"Spotify";"Viet nam";"Mustafa Kamal";"David sky";"Jaloe Jemeurang";"Jaloe Jemeurang";"3617053661286";"DG-A07-22-35986";"";"Freemium / Ad Supported";"Music Release";"Platform Promotion";2;"EUR";"-0,000004130000";"0,000000";"-0,000008260000";"1,00000000";"-0,000008260000"
"2025/05/01";"2025/04/01";"Spotify";"Indonesia";"Mustafa Kamal";"David sky";"Jaloe Jemeurang";"Jaloe Jemeurang";"3617053661286";"DG-A07-22-35986";"";"Premium";"Music Release";"Stream";5;"EUR";"0,001443800000";"0,000000";"0,007219000000";"0,70000000";"0,005053300000"
"2025/05/01";"2025/04/01";"Spotify";"Thailand";"Mustafa Kamal";"David sky";"Jaloe Jemeurang";"Jaloe Jemeurang";"3617053661286";"DG-A07-22-35986";"";"Freemium / Ad Supported";"Music Release";"Stream";1;"EUR";"0,000028000000";"0,000000";"0,000028000000";"0,70000000";"0,000019600000"
"2025/05/01";"2025/04/01";"Spotify";"Hong kong";"Mustafa Kamal";"David sky";"Jaloe Jemeurang";"Jaloe Jemeurang";"3617053661286";"DG-A07-22-35986";"";"Freemium / Ad Supported";"Music Release";"Stream";1;"EUR";"0,000153000000";"0,000000";"0,000153000000";"0,70000000";"0,000107100000"
"2025/05/01";"2025/04/01";"Spotify";"Indonesia";"Mustafa Kamal";"David sky";"Jaloe Jemeurang";"Jaloe Jemeurang";"3617053661286";"DG-A07-22-35986";"";"Premium";"Music Release";"Stream";10;"EUR";"0,000509000000";"0,000000";"0,005090000000";"0,70000000";"0,003563000000"
"2025/05/01";"2025/04/01";"Spotify";"Poland";"Mustafa Kamal";"David sky";"Jaloe Jemeurang";"Jaloe Jemeurang";"3617053661286";"DG-A07-22-35986";"";"Premium";"Music Release";"Stream";1;"EUR";"0,001123000000";"0,000000";"0,001123000000";"0,70000000";"0,000786100000"
"2025/05/01";"2025/04/01";"Spotify";"Turkey";"Mustafa Kamal";"David sky";"Jaloe Jemeurang";"Jaloe Jemeurang";"3617053661286";"DG-A07-22-35986";"";"Freemium / Ad Supported";"Music Release";"Platform Promotion";1;"EUR";"-0,000007301000";"0,000000";"-0,000007301000";"1,00000000";"-0,000007301000"
"2025/05/01";"2025/04/01";"Spotify";"Hungary";"Mustafa Kamal";"David sky";"Jaloe Jemeurang";"Jaloe Jemeurang";"3617053661286";"DG-A07-22-35986";"";"Freemium / Ad Supported";"Music Release";"Stream";1;"EUR";"0,000085000000";"0,000000";"0,000085000000";"0,70000000";"0,000059500000"
"2025/05/01";"2025/04/01";"Spotify";"Indonesia";"Mustafa Kamal";"David sky";"Jaloe Jemeurang";"Jaloe Jemeurang";"3617053661286";"DG-A07-22-35986";"";"Freemium / Ad Supported";"Music Release";"Platform Promotion";121;"EUR";"-0,000002063400";"0,000000";"-0,000249671400";"1,00000000";"-0,000249671400"
"2025/05/01";"2025/04/01";"Spotify";"Viet nam";"Mustafa Kamal";"David sky";"Jaloe Jemeurang";"Jaloe Jemeurang";"3617053661286";"DG-A07-22-35986";"";"Freemium / Ad Supported";"Music Release";"Stream";2;"EUR";"0,000014000000";"0,000000";"0,000028000000";"0,70000000";"0,000019600000"
"2025/05/01";"2025/04/01";"Spotify";"Bolivia";"Mustafa Kamal";"David sky";"Jaloe Jemeurang";"Jaloe Jemeurang";"3617053661286";"DG-A07-22-35986";"";"Freemium / Ad Supported";"Music Release";"Stream";1;"EUR";"0,000003000000";"0,000000";"0,000003000000";"0,70000000";"0,000002100000"
"2025/05/01";"2025/04/01";"Spotify";"Indonesia";"Mustafa Kamal";"David sky";"Jaloe Jemeurang";"Jaloe Jemeurang";"3617053661286";"DG-A07-22-35986";"";"Premium";"Music Release";"Platform Promotion";31;"EUR";"-0,000293664600";"0,000000";"-0,009103602600";"1,00000000";"-0,009103602600"
"2025/05/01";"2025/04/01";"Spotify";"Malaysia";"Mustafa Kamal";"David sky";"Jaloe Jemeurang";"Jaloe Jemeurang";"3617053661286";"DG-A07-22-35986";"";"Freemium / Ad Supported";"Music Release";"Platform Promotion";14;"EUR";"-0,000007350600";"0,000000";"-0,000102908400";"1,00000000";"-0,000102908400"
"2025/05/01";"2025/05/01";"YouTube UGC";"Indonesia";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Saleng Seutia";"Saleng Seutia";"3617050306395";"FR-X45-22-60392";"";"Freemium / Ad Supported";"Music Release";"Stream";7;"EUR";"0,000717914410";"0,000000";"0,005025400869";"0,70000000";"0,003517780609"
"2025/05/01";"2025/04/01";"Facebook / Instagram";"Philippines";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Saleng Seutia";"Saleng Seutia";"3617050306395";"FR-X45-22-60392";"";"Freemium / Ad Supported";"Music Release";"Stream";57;"EUR";"0,000024500300";"0,000000";"0,001396517100";"0,70000000";"0,000977561970"
"2025/05/01";"2023/06/01";"Yandex";"Worldwide";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Saleng Seutia";"Saleng Seutia";"3617050306395";"FR-X45-22-60392";"";"";"Music Release";"Stream";1;"EUR";"0,000018654271";"0,000000";"0,000018654271";"0,70000000";"0,000013057990"
"2025/05/01";"2025/03/01";"TikTok";"Indonesia";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Saleng Seutia";"Saleng Seutia";"3617050306395";"FR-X45-22-60392";"";"";"Music Release";"Creation";1;"EUR";"0,001531763246";"0,000000";"0,001531763246";"0,70000000";"0,001072234272"
"2025/05/01";"2023/12/01";"Yandex";"Worldwide";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Saleng Seutia";"Saleng Seutia";"3617050306395";"FR-X45-22-60392";"";"";"Music Release";"Stream";1;"EUR";"0,000018266125";"0,000000";"0,000018266125";"0,70000000";"0,000012786288"
"2025/05/01";"2025/03/01";"Facebook / Instagram";"Worldwide";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Saleng Seutia";"Saleng Seutia";"3617050306395";"FR-X45-22-60392";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000468525072";"0,000000";"0,006090825940";"0,70000000";"0,004263578158"
"2025/05/01";"2025/05/01";"YouTube Official Content";"Indonesia";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Saleng Seutia";"Saleng Seutia";"3617050306395";"FR-X45-22-60392";"";"Freemium / Ad Supported";"Music Release";"Stream";13;"EUR";"0,000096190959";"0,000000";"0,001250482468";"0,70000000";"0,000875337727"
"2025/05/01";"2025/04/01";"Facebook / Instagram";"Indonesia";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Saleng Seutia";"Saleng Seutia";"3617050306395";"FR-X45-22-60392";"";"Freemium / Ad Supported";"Music Release";"Stream";9;"EUR";"0,000010175000";"0,000000";"0,000091575000";"0,70000000";"0,000064102500"
"2025/05/01";"2025/04/01";"Yandex";"Russian federation";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Saleng Seutia";"Saleng Seutia";"3617050306395";"FR-X45-22-60392";"";"Premium";"Music Release";"Stream";1;"EUR";"0,000407995047";"0,000000";"0,000407995047";"0,70000000";"0,000285596533"
"2025/05/01";"2025/04/01";"Facebook / Instagram";"Japan";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Saleng Seutia";"Saleng Seutia";"3617050306395";"FR-X45-22-60392";"";"Freemium / Ad Supported";"Music Release";"Stream";2;"EUR";"0,000063326000";"0,000000";"0,000126652000";"0,70000000";"0,000088656400"
"2025/05/01";"2025/05/01";"YouTube UGC";"Malaysia";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Saleng Seutia";"Saleng Seutia";"3617050306395";"FR-X45-22-60392";"";"Freemium / Ad Supported";"Music Release";"Stream";1;"EUR";"0,000070412986";"0,000000";"0,000070412986";"0,70000000";"0,000049289090"
"2025/05/01";"2024/12/01";"Facebook / Instagram";"Worldwide";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Saleng Seutia";"Saleng Seutia";"3617050306395";"FR-X45-22-60392";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000458839887";"0,000000";"0,002753039320";"0,70000000";"0,001927127524"
"2025/05/01";"2025/01/01";"Facebook / Instagram";"Indonesia";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Saleng Seutia";"Saleng Seutia";"3617050306395";"FR-X45-22-60392";"";"Freemium / Ad Supported";"Music Release";"Creation";7;"EUR";"0,000054202704";"0,000000";"0,000379418931";"0,70000000";"0,000265593252"
"2025/05/01";"2025/05/01";"YouTube UGC";"Indonesia";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Keukanda";"Keukanda";"3617050306340";"FR-X45-22-60388";"";"Freemium / Ad Supported";"Music Release";"Stream";15;"EUR";"0,000186116299";"0,000000";"0,002791744490";"0,70000000";"0,001954221142"
"2025/05/01";"2025/04/01";"Yandex";"Russian federation";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Keukanda";"Keukanda";"3617050306340";"FR-X45-22-60388";"";"Premium";"Music Release";"Stream";4;"EUR";"0,000407995048";"0,000000";"0,001631980190";"0,70000000";"0,001142386133"
"2025/05/01";"2024/12/01";"Facebook / Instagram";"Worldwide";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Keukanda";"Keukanda";"3617050306340";"FR-X45-22-60388";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000458839887";"0,000000";"0,005964918526";"0,70000000";"0,004175442968"
"2025/05/01";"2025/05/01";"YouTube Official Content";"Indonesia";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Keukanda";"Keukanda";"3617050306340";"FR-X45-22-60388";"";"Freemium / Ad Supported";"Music Release";"Stream";10;"EUR";"0,000133080560";"0,000000";"0,001330805603";"0,70000000";"0,000931563922"
"2025/05/01";"2025/01/01";"Facebook / Instagram";"Worldwide";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Keukanda";"Keukanda";"3617050306340";"FR-X45-22-60388";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000501457879";"0,000000";"0,003008747274";"0,70000000";"0,002106123092"
"2025/05/01";"2025/04/01";"Facebook / Instagram";"Indonesia";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Keukanda";"Keukanda";"3617050306340";"FR-X45-22-60388";"";"Freemium / Ad Supported";"Music Release";"Stream";2;"EUR";"0,000010175000";"0,000000";"0,000020350000";"0,70000000";"0,000014245000"
"2025/05/01";"2023/06/01";"Yandex";"Worldwide";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Keukanda";"Keukanda";"3617050306340";"FR-X45-22-60388";"";"";"Music Release";"Stream";1;"EUR";"0,000018654271";"0,000000";"0,000018654271";"0,70000000";"0,000013057990"
"2025/05/01";"2024/12/01";"Facebook / Instagram";"Worldwide";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Keukanda";"Keukanda";"3617050306340";"FR-X45-22-60388";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000458839887";"0,000000";"0,002753039320";"0,70000000";"0,001927127524"
"2025/05/01";"2025/01/01";"Facebook / Instagram";"Worldwide";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Keukanda";"Keukanda";"3617050306340";"FR-X45-22-60388";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000501457879";"0,000000";"0,003008747274";"0,70000000";"0,002106123092"
"2025/05/01";"2024/12/01";"Melon / Langit Musik";"Indonesia";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Keukanda";"Keukanda";"3617050306340";"FR-X45-22-60388";"";"";"Music Release";"Stream";1;"EUR";"0,001844333750";"0,000000";"0,001844333750";"0,70000000";"0,001291033625"
"2025/05/01";"2025/05/01";"YouTube UGC";"Malaysia";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Keukanda";"Keukanda";"3617050306340";"FR-X45-22-60388";"";"Freemium / Ad Supported";"Music Release";"Stream";3;"EUR";"0,000517376074";"0,000000";"0,001552128222";"0,70000000";"0,001086489755"
"2025/05/01";"2025/03/01";"Facebook / Instagram";"Worldwide";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Keukanda";"Keukanda";"3617050306340";"FR-X45-22-60388";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000468525072";"0,000000";"0,002811150434";"0,70000000";"0,001967805304"
"2025/05/01";"2023/12/01";"Yandex";"Worldwide";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Keukanda";"Keukanda";"3617050306340";"FR-X45-22-60388";"";"";"Music Release";"Stream";1;"EUR";"0,000018266125";"0,000000";"0,000018266125";"0,70000000";"0,000012786288"
"2025/05/01";"2025/05/01";"YouTube Official Content";"Malaysia";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Keukanda";"Keukanda";"3617050306340";"FR-X45-22-60388";"";"Freemium / Ad Supported";"Music Release";"Stream";1;"EUR";"0,000632086941";"0,000000";"0,000632086941";"0,70000000";"0,000442460859"
"2025/05/01";"2025/04/01";"Yandex";"Belarus";"Mustafa Kamal";"Mustafa Kamal, Dessy";"Keukanda";"Keukanda";"3617050306340";"FR-X45-22-60388";"";"Premium";"Music Release";"Stream";1;"EUR";"0,000407995047";"0,000000";"0,000407995047";"0,70000000";"0,000285596533"
"2025/05/01";"2025/05/01";"YouTube UGC";"Indonesia";"Mustafa Kamal";"Mustafa Kamal, Cut Ismalinda";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617050306371";"FR-X45-22-60390";"";"Freemium / Ad Supported";"Music Release";"Stream";14;"EUR";"0,000088916575";"0,000000";"0,001244832044";"0,70000000";"0,000871382432"
"2025/05/01";"2025/02/01";"Facebook / Instagram";"Worldwide";"Mustafa Kamal";"Mustafa Kamal, Cut Ismalinda";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617050306371";"FR-X45-22-60390";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000530926208";"0,000000";"0,003185557248";"0,70000000";"0,002229890074"
"2025/05/01";"2025/05/01";"YouTube UGC";"Malaysia";"Mustafa Kamal";"Mustafa Kamal, Cut Ismalinda";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617050306371";"FR-X45-22-60390";"";"Freemium / Ad Supported";"Music Release";"Stream";5;"EUR";"0,000135349406";"0,000000";"0,000676747030";"0,70000000";"0,000473722921"
"2025/05/01";"2025/04/01";"Facebook / Instagram";"Malaysia";"Mustafa Kamal";"Mustafa Kamal, Cut Ismalinda";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617050306371";"FR-X45-22-60390";"";"Freemium / Ad Supported";"Music Release";"Stream";9;"EUR";"0,000074839800";"0,000000";"0,000673558200";"0,70000000";"0,000471490740"
"2025/05/01";"2025/05/01";"YouTube Official Content";"Poland";"Mustafa Kamal";"Mustafa Kamal, Cut Ismalinda";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617050306371";"FR-X45-22-60390";"";"Freemium / Ad Supported";"Music Release";"Stream";3;"EUR";"0,003273312807";"0,000000";"0,009819938422";"0,70000000";"0,006873956896"
"2025/05/01";"2024/12/01";"Facebook / Instagram";"Indonesia";"Mustafa Kamal";"Mustafa Kamal, Cut Ismalinda";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617050306371";"FR-X45-22-60390";"";"Freemium / Ad Supported";"Music Release";"Creation";13;"EUR";"0,000049769716";"0,000000";"0,000647006314";"0,70000000";"0,000452904420"
"2025/05/01";"2025/05/01";"Apple Music";"Indonesia";"Mustafa Kamal";"Mustafa Kamal, Cut Ismalinda";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617050306371";"FR-X45-22-60390";"";"Premium";"Music Release";"Stream";1;"EUR";"0,002940642181";"0,000000";"0,002940642181";"0,70000000";"0,002058449527"
"2025/05/01";"2025/05/01";"YouTube Official Content";"Spain";"Mustafa Kamal";"Mustafa Kamal, Cut Ismalinda";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617050306371";"FR-X45-22-60390";"";"Freemium / Ad Supported";"Music Release";"Stream";1;"EUR";"0,001408390109";"0,000000";"0,001408390109";"0,70000000";"0,000985873076"
"2025/05/01";"2025/04/01";"Facebook / Instagram";"Indonesia";"Mustafa Kamal";"Mustafa Kamal, Cut Ismalinda";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617050306371";"FR-X45-22-60390";"";"Freemium / Ad Supported";"Music Release";"Stream";62;"EUR";"0,000010175000";"0,000000";"0,000630850000";"0,70000000";"0,000441595000"
"2025/05/01";"2025/02/01";"Facebook / Instagram";"Worldwide";"Mustafa Kamal";"Mustafa Kamal, Cut Ismalinda";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617050306371";"FR-X45-22-60390";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000530926208";"0,000000";"0,003185557248";"0,70000000";"0,002229890074"
"2025/05/01";"2025/05/01";"YouTube Official Content";"Malaysia";"Mustafa Kamal";"Mustafa Kamal, Cut Ismalinda";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617050306371";"FR-X45-22-60390";"";"Freemium / Ad Supported";"Music Release";"Stream";5;"EUR";"0,000411290073";"0,000000";"0,002056450367";"0,70000000";"0,001439515257"
"2025/05/01";"2025/02/01";"Facebook / Instagram";"Worldwide";"Mustafa Kamal";"Mustafa Kamal, Cut Ismalinda";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617050306371";"FR-X45-22-60390";"";"Freemium / Ad Supported";"Music Release";"Creation";6;"EUR";"0,000530926208";"0,000000";"0,003185557248";"0,70000000";"0,002229890074"
"2025/05/01";"2025/03/01";"TikTok";"Indonesia";"Mustafa Kamal";"Mustafa Kamal, Cut Ismalinda";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617050306371";"FR-X45-22-60390";"";"";"Music Release";"Creation";5;"EUR";"0,001531763246";"0,000000";"0,007658816228";"0,70000000";"0,005361171360"
"2025/05/01";"2025/04/01";"Amazon Music Streaming";"United states";"Mustafa Kamal";"Mustafa Kamal, Cut Ismalinda";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617050306371";"FR-X45-22-60390";"";"Freemium / Ad Supported";"Music Release";"Stream";1;"EUR";"0,001604472271";"0,000000";"0,001604472271";"0,70000000";"0,001123130590"
"2025/05/01";"2025/05/01";"YouTube Official Content";"Indonesia";"Mustafa Kamal";"Mustafa Kamal, Cut Ismalinda";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617050306371";"FR-X45-22-60390";"";"Freemium / Ad Supported";"Music Release";"Stream";33;"EUR";"0,000077861278";"0,000000";"0,002569422180";"0,70000000";"0,001798595528"
"2025/05/01";"2025/05/01";"YouTube Official Content";"Indonesia";"Mustafa Kamal";"Mustafa Kamal, Cut Ismalinda";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617050306371";"FR-X45-22-60390";"";"Premium";"Music Release";"Stream";1;"EUR";"0,002741333486";"0,000000";"0,002741333486";"0,70000000";"0,001918933440"
"2025/05/01";"2024/12/01";"Facebook / Instagram";"Malaysia";"Mustafa Kamal";"Mustafa Kamal, Cut Ismalinda";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617050306371";"FR-X45-22-60390";"";"Freemium / Ad Supported";"Music Release";"Creation";7;"EUR";"0,000133291196";"0,000000";"0,000933038373";"0,70000000";"0,000653126861"
"2025/05/01";"2025/04/01";"Yandex";"Russian federation";"Mustafa Kamal";"Dessy";"Gaseh Impian";"Gaseh Impian";"3617226622830";"DG-A08-23-34115";"";"Premium";"Music Release";"Stream";1;"EUR";"0,000407995047";"0,000000";"0,000407995047";"0,70000000";"0,000285596533"
"2025/05/01";"2025/05/01";"YouTube Official Content";"Netherlands";"Mustafa Kamal";"Cut Rani Auliza";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617051885554";"FR-X87-22-58955";"";"Freemium / Ad Supported";"Music Release";"Stream";1;"EUR";"0,003777461092";"0,000000";"0,003777461092";"0,70000000";"0,002644222764"
"2025/05/01";"2025/04/01";"Facebook / Instagram";"Iraq";"Mustafa Kamal";"Cut Rani Auliza";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617051885554";"FR-X87-22-58955";"";"Freemium / Ad Supported";"Music Release";"Stream";1;"EUR";"0,000009237800";"0,000000";"0,000009237800";"0,70000000";"0,000006466460"
"2025/05/01";"2025/04/01";"Spotify";"Cambodia";"Mustafa Kamal";"Cut Rani Auliza";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617051885554";"FR-X87-22-58955";"";"Freemium / Ad Supported";"Music Release";"Platform Promotion";3;"EUR";"-0,000000071000";"0,000000";"-0,000000213000";"1,00000000";"-0,000000213000"
"2025/05/01";"2025/05/01";"YouTube UGC";"France";"Mustafa Kamal";"Cut Rani Auliza";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617051885554";"FR-X87-22-58955";"";"Freemium / Ad Supported";"Music Release";"Stream";2;"EUR";"0,000426462159";"0,000000";"0,000852924318";"0,70000000";"0,000597047023"
"2025/05/01";"2025/04/01";"Spotify";"Indonesia";"Mustafa Kamal";"Cut Rani Auliza";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617051885554";"FR-X87-22-58955";"";"Freemium / Ad Supported";"Music Release";"Stream";1624;"EUR";"0,000006879900";"0,000000";"0,011172957600";"0,70000000";"0,007821070320"
"2025/05/01";"2025/04/01";"Facebook / Instagram";"Yemen";"Mustafa Kamal";"Cut Rani Auliza";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617051885554";"FR-X87-22-58955";"";"Freemium / Ad Supported";"Music Release";"Stream";1;"EUR";"0,000001338800";"0,000000";"0,000001338800";"0,70000000";"0,000000937160"
"2025/05/01";"2025/03/01";"TikTok";"Thailand";"Mustafa Kamal";"Cut Rani Auliza";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617051885554";"FR-X87-22-58955";"";"";"Music Release";"Creation";2;"EUR";"0,001531763246";"0,000000";"0,003063526491";"0,70000000";"0,002144468544"
"2025/05/01";"2025/04/01";"Spotify";"Singapore";"Mustafa Kamal";"Cut Rani Auliza";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617051885554";"FR-X87-22-58955";"";"Premium";"Music Release";"Stream";1;"EUR";"0,001662000000";"0,000000";"0,001662000000";"0,70000000";"0,001163400000"
"2025/05/01";"2025/05/01";"YouTube UGC";"Netherlands";"Mustafa Kamal";"Cut Rani Auliza";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617051885554";"FR-X87-22-58955";"";"Freemium / Ad Supported";"Music Release";"Stream";1;"EUR";"0,000524909945";"0,000000";"0,000524909945";"0,70000000";"0,000367436962"
"2025/05/01";"2025/03/01";"TikTok";"Canada";"Mustafa Kamal";"Cut Rani Auliza";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617051885554";"FR-X87-22-58955";"";"";"Music Release";"Creation";1;"EUR";"0,001531763246";"0,000000";"0,001531763246";"0,70000000";"0,001072234272"
"2025/05/01";"2025/04/01";"Facebook / Instagram";"Morocco";"Mustafa Kamal";"Cut Rani Auliza";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617051885554";"FR-X87-22-58955";"";"Freemium / Ad Supported";"Music Release";"Stream";2;"EUR";"0,000003213200";"0,000000";"0,000006426400";"0,70000000";"0,000004498480"
"2025/05/01";"2025/04/01";"Spotify";"Indonesia";"Mustafa Kamal";"Cut Rani Auliza";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617051885554";"FR-X87-22-58955";"";"Premium";"Music Release";"Platform Promotion";14;"EUR";"-0,000293664600";"0,000000";"-0,004111304400";"1,00000000";"-0,004111304400"
"2025/05/01";"2025/04/01";"Facebook / Instagram";"Kyrgyzstan";"Mustafa Kamal";"Cut Rani Auliza";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617051885554";"FR-X87-22-58955";"";"Freemium / Ad Supported";"Music Release";"Stream";1;"EUR";"0,000000401600";"0,000000";"0,000000401600";"0,70000000";"0,000000281120"
"2025/05/01";"2025/04/01";"Facebook / Instagram";"Lebanon";"Mustafa Kamal";"Cut Rani Auliza";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617051885554";"FR-X87-22-58955";"";"Freemium / Ad Supported";"Music Release";"Stream";1;"EUR";"0,000014994700";"0,000000";"0,000014994700";"0,70000000";"0,000010496290"
"2025/05/01";"2025/05/01";"YouTube UGC";"Sweden";"Mustafa Kamal";"Cut Rani Auliza";"Jaloe Jemeurang 2";"Jaloe Jemeurang 2";"3617051885554";"FR-X87-22-58955";"";"Freemium / Ad Supported";"Music Release";"Stream";1;"EUR";"0,002963430473";"0,000000";"0,002963430473";"0,70000000";"0,002074401331"
