Bulan Laporan;ISRC;UPC;Nama Label;Nama Artis;Judul Rilis;Judul Track;Platform;Negara;Kuantias;Pendapatan Bersih
2024-11;IDBIG00024094;3690000000094;BigCsv Label 45;Artist 94;Album X;Track 24094;Spotify;ID;2483;3.6910
2024-12;IDBIG00024095;3690000000095;BigCsv Label 46;Artist 95;Album X;Track 24095;Spotify;ID;4259;1.2386
2024-01;IDBIG00024096;3690000000096;BigCsv Label 47;Artist 96;Album X;Track 24096;Spotify;ID;1926;4.4157
2024-02;IDBIG00024097;3690000000097;BigCsv Label 48;Artist 97;Album X;Track 24097;Spotify;ID;3080;4.5605
2024-03;IDBIG00024098;3690000000098;BigCsv Label 49;Artist 98;Album X;Track 24098;Spotify;ID;1993;4.3061
2024-04;IDBIG00024099;3690000000099;BigCsv Label 50;Artist 99;Album X;Track 24099;Spotify;ID;2353;0.6687
2024-05;IDBIG00024100;3690000000000;BigCsv Label 1;Artist 100;Album X;Track 24100;Spotify;ID;2918;3.9353
2024-06;IDBIG00024101;3690000000001;BigCsv Label 2;Artist 101;Album X;Track 24101;Spotify;ID;956;2.0883
2024-07;IDBIG00024102;3690000000002;BigCsv Label 3;Artist 102;Album X;Track 24102;Spotify;ID;3296;0.2881
2024-08;IDBIG00024103;3690000000003;BigCsv Label 4;Artist 103;Album X;Track 24103;Spotify;ID;3869;2.4242
2024-09;IDBIG00024104;3690000000004;BigCsv Label 5;Artist 104;Album X;Track 24104;Spotify;ID;3087;2.2372
2024-10;IDBIG00024105;3690000000005;BigCsv Label 6;Artist 105;Album X;Track 24105;Spotify;ID;3431;2.1622
2024-11;IDBIG00024106;3690000000006;BigCsv Label 7;Artist 106;Album X;Track 24106;Spotify;ID;4836;1.2480
2024-12;IDBIG00024107;3690000000007;BigCsv Label 8;Artist 107;Album X;Track 24107;Spotify;ID;661;1.0447
2024-01;IDBIG00024108;3690000000008;BigCsv Label 9;Artist 108;Album X;Track 24108;Spotify;ID;3422;2.8666
2024-02;IDBIG00024109;3690000000009;BigCsv Label 10;Artist 109;Album X;Track 24109;Spotify;ID;1835;1.9993
2024-03;IDBIG00024110;3690000000010;BigCsv Label 11;Artist 110;Album X;Track 24110;Spotify;ID;3062;4.7812
2024-04;IDBIG00024111;3690000000011;BigCsv Label 12;Artist 111;Album X;Track 24111;Spotify;ID;1367;2.6141
2024-05;IDBIG00024112;3690000000012;BigCsv Label 13;Artist 112;Album X;Track 24112;Spotify;ID;1163;3.8938
2024-06;IDBIG00024113;3690000000013;BigCsv Label 14;Artist 113;Album X;Track 24113;Spotify;ID;2714;4.5670
2024-07;IDBIG00024114;3690000000014;BigCsv Label 15;Artist 114;Album X;Track 24114;Spotify;ID;3715;2.7731
2024-08;IDBIG00024115;3690000000015;BigCsv Label 16;Artist 115;Album X;Track 24115;Spotify;ID;4409;4.8091
2024-09;IDBIG00024116;3690000000016;BigCsv Label 17;Artist 116;Album X;Track 24116;Spotify;ID;4856;0.3177
2024-10;IDBIG00024117;3690000000017;BigCsv Label 18;Artist 117;Album X;Track 24117;Spotify;ID;1187;2.8692
2024-11;IDBIG00024118;3690000000018;BigCsv Label 19;Artist 118;Album X;Track 24118;Spotify;ID;2559;2.6568
2024-12;IDBIG00024119;3690000000019;BigCsv Label 20;Artist 119;Album X;Track 24119;Spotify;ID;1513;2.3601
2024-01;IDBIG00024120;3690000000020;BigCsv Label 21;Artist 120;Album X;Track 24120;Spotify;ID;3362;3.9620
2024-02;IDBIG00024121;3690000000021;BigCsv Label 22;Artist 121;Album X;Track 24121;Spotify;ID;172;3.9112
2024-03;IDBIG00024122;3690000000022;BigCsv Label 23;Artist 122;Album X;Track 24122;Spotify;ID;3293;2.1201
2024-04;IDBIG00024123;3690000000023;BigCsv Label 24;Artist 123;Album X;Track 24123;Spotify;ID;180;3.9583
2024-05;IDBIG00024124;3690000000024;BigCsv Label 25;Artist 124;Album X;Track 24124;Spotify;ID;3389;4.7600
2024-06;IDBIG00024125;3690000000025;BigCsv Label 26;Artist 125;Album X;Track 24125;Spotify;ID;3958;4.2837
2024-07;IDBIG00024126;3690000000026;BigCsv Label 27;Artist 126;Album X;Track 24126;Spotify;ID;4872;0.1444
2024-08;IDBIG00024127;3690000000027;BigCsv Label 28;Artist 127;Album X;Track 24127;Spotify;ID;2972;4.6698
2024-09;IDBIG00024128;3690000000028;BigCsv Label 29;Artist 128;Album X;Track 24128;Spotify;ID;1594;4.0093
2024-10;IDBIG00024129;3690000000029;BigCsv Label 30;Artist 129;Album X;Track 24129;Spotify;ID;671;2.8069
2024-11;IDBIG00024130;3690000000030;BigCsv Label 31;Artist 130;Album X;Track 24130;Spotify;ID;316;2.7508
2024-12;IDBIG00024131;3690000000031;BigCsv Label 32;Artist 131;Album X;Track 24131;Spotify;ID;4165;0.4739
2024-01;IDBIG00024132;3690000000032;BigCsv Label 33;Artist 132;Album X;Track 24132;Spotify;ID;2125;0.9736
2024-02;IDBIG00024133;3690000000033;BigCsv Label 34;Artist 133;Album X;Track 24133;Spotify;ID;215;2.6568
2024-03;IDBIG00024134;3690000000034;BigCsv Label 35;Artist 134;Album X;Track 24134;Spotify;ID;3088;4.8979
2024-04;IDBIG00024135;3690000000035;BigCsv Label 36;Artist 135;Album X;Track 24135;Spotify;ID;2164;1.7921
2024-05;IDBIG00024136;3690000000036;BigCsv Label 37;Artist 136;Album X;Track 24136;Spotify;ID;870;4.1915
2024-06;IDBIG00024137;3690000000037;BigCsv Label 38;Artist 137;Album X;Track 24137;Spotify;ID;4104;4.8082
2024-07;IDBIG00024138;3690000000038;BigCsv Label 39;Artist 138;Album X;Track 24138;Spotify;ID;920;0.5342
2024-08;IDBIG00024139;3690000000039;BigCsv Label 40;Artist 139;Album X;Track 24139;Spotify;ID;1379;4.3049
2024-09;IDBIG00024140;3690000000040;BigCsv Label 41;Artist 140;Album X;Track 24140;Spotify;ID;4120;2.8588
2024-10;IDBIG00024141;3690000000041;BigCsv Label 42;Artist 141;Album X;Track 24141;Spotify;ID;2512;3.1573
2024-11;IDBIG00024142;3690000000042;BigCsv Label 43;Artist 142;Album X;Track 24142;Spotify;ID;2698;0.4457
2024-12;IDBIG00024143;3690000000043;BigCsv Label 44;Artist 143;Album X;Track 24143;Spotify;ID;209;1.0856
2024-01;IDBIG00024144;3690000000044;BigCsv Label 45;Artist 144;Album X;Track 24144;Spotify;ID;1164;4.6546
2024-02;IDBIG00024145;3690000000045;BigCsv Label 46;Artist 145;Album X;Track 24145;Spotify;ID;4364;2.1417
2024-03;IDBIG00024146;3690000000046;BigCsv Label 47;Artist 146;Album X;Track 24146;Spotify;ID;1728;3.3291
2024-04;IDBIG00024147;3690000000047;BigCsv Label 48;Artist 147;Album X;Track 24147;Spotify;ID;1272;3.2904
2024-05;IDBIG00024148;3690000000048;BigCsv Label 49;Artist 148;Album X;Track 24148;Spotify;ID;4754;3.9717
2024-06;IDBIG00024149;3690000000049;BigCsv Label 50;Artist 149;Album X;Track 24149;Spotify;ID;2558;0.7812
2024-07;IDBIG00024150;3690000000050;BigCsv Label 1;Artist 150;Album X;Track 24150;Spotify;ID;4948;4.7610
2024-08;IDBIG00024151;3690000000051;BigCsv Label 2;Artist 151;Album X;Track 24151;Spotify;ID;1641;1.9949
2024-09;IDBIG00024152;3690000000052;BigCsv Label 3;Artist 152;Album X;Track 24152;Spotify;ID;4603;2.1836
2024-10;IDBIG00024153;3690000000053;BigCsv Label 4;Artist 153;Album X;Track 24153;Spotify;ID;2980;0.0981
2024-11;IDBIG00024154;3690000000054;BigCsv Label 5;Artist 154;Album X;Track 24154;Spotify;ID;4780;1.4843
2024-12;IDBIG00024155;3690000000055;BigCsv Label 6;Artist 155;Album X;Track 24155;Spotify;ID;3101;3.7373
2024-01;IDBIG00024156;3690000000056;BigCsv Label 7;Artist 156;Album X;Track 24156;Spotify;ID;4953;4.0596
2024-02;IDBIG00024157;3690000000057;BigCsv Label 8;Artist 157;Album X;Track 24157;Spotify;ID;2367;3.8720
2024-03;IDBIG00024158;3690000000058;BigCsv Label 9;Artist 158;Album X;Track 24158;Spotify;ID;1714;4.3922
2024-04;IDBIG00024159;3690000000059;BigCsv Label 10;Artist 159;Album X;Track 24159;Spotify;ID;315;1.6698
2024-05;IDBIG00024160;3690000000060;BigCsv Label 11;Artist 160;Album X;Track 24160;Spotify;ID;339;0.4419
2024-06;IDBIG00024161;3690000000061;BigCsv Label 12;Artist 161;Album X;Track 24161;Spotify;ID;786;3.3156
2024-07;IDBIG00024162;3690000000062;BigCsv Label 13;Artist 162;Album X;Track 24162;Spotify;ID;1961;2.5151
2024-08;IDBIG00024163;3690000000063;BigCsv Label 14;Artist 163;Album X;Track 24163;Spotify;ID;3161;3.9972
2024-09;IDBIG00024164;3690000000064;BigCsv Label 15;Artist 164;Album X;Track 24164;Spotify;ID;3577;4.1490
2024-10;IDBIG00024165;3690000000065;BigCsv Label 16;Artist 165;Album X;Track 24165;Spotify;ID;708;4.0788
2024-11;IDBIG00024166;3690000000066;BigCsv Label 17;Artist 166;Album X;Track 24166;Spotify;ID;2436;0.7052
2024-12;IDBIG00024167;3690000000067;BigCsv Label 18;Artist 167;Album X;Track 24167;Spotify;ID;2380;1.4126
2024-01;IDBIG00024168;3690000000068;BigCsv Label 19;Artist 168;Album X;Track 24168;Spotify;ID;1651;0.6763
2024-02;IDBIG00024169;3690000000069;BigCsv Label 20;Artist 169;Album X;Track 24169;Spotify;ID;2903;0.3639
2024-03;IDBIG00024170;3690000000070;BigCsv Label 21;Artist 170;Album X;Track 24170;Spotify;ID;2999;0.9947
2024-04;IDBIG00024171;3690000000071;BigCsv Label 22;Artist 171;Album X;Track 24171;Spotify;ID;4852;1.1999
2024-05;IDBIG00024172;3690000000072;BigCsv Label 23;Artist 172;Album X;Track 24172;Spotify;ID;4723;2.3869
2024-06;IDBIG00024173;3690000000073;BigCsv Label 24;Artist 173;Album X;Track 24173;Spotify;ID;2819;3.8718
2024-07;IDBIG00024174;3690000000074;BigCsv Label 25;Artist 174;Album X;Track 24174;Spotify;ID;4322;4.6404
2024-08;IDBIG00024175;3690000000075;BigCsv Label 26;Artist 175;Album X;Track 24175;Spotify;ID;1775;4.6394
2024-09;IDBIG00024176;3690000000076;BigCsv Label 27;Artist 176;Album X;Track 24176;Spotify;ID;2134;0.3153
2024-10;IDBIG00024177;3690000000077;BigCsv Label 28;Artist 177;Album X;Track 24177;Spotify;ID;4103;3.0406
2024-11;IDBIG00024178;3690000000078;BigCsv Label 29;Artist 178;Album X;Track 24178;Spotify;ID;2416;2.0719
2024-12;IDBIG00024179;3690000000079;BigCsv Label 30;Artist 179;Album X;Track 24179;Spotify;ID;1429;3.6399
2024-01;IDBIG00024180;3690000000080;BigCsv Label 31;Artist 180;Album X;Track 24180;Spotify;ID;3890;1.8659
2024-02;IDBIG00024181;3690000000081;BigCsv Label 32;Artist 181;Album X;Track 24181;Spotify;ID;1825;2.4768
2024-03;IDBIG00024182;3690000000082;BigCsv Label 33;Artist 182;Album X;Track 24182;Spotify;ID;437;1.0046
2024-04;IDBIG00024183;3690000000083;BigCsv Label 34;Artist 183;Album X;Track 24183;Spotify;ID;4219;4.6736
2024-05;IDBIG00024184;3690000000084;BigCsv Label 35;Artist 184;Album X;Track 24184;Spotify;ID;2439;1.4085
2024-06;IDBIG00024185;3690000000085;BigCsv Label 36;Artist 185;Album X;Track 24185;Spotify;ID;781;3.5629
2024-07;IDBIG00024186;3690000000086;BigCsv Label 37;Artist 186;Album X;Track 24186;Spotify;ID;1597;1.4598
2024-08;IDBIG00024187;3690000000087;BigCsv Label 38;Artist 187;Album X;Track 24187;Spotify;ID;1694;1.5242
2024-09;IDBIG00024188;3690000000088;BigCsv Label 39;Artist 188;Album X;Track 24188;Spotify;ID;4825;0.1996
2024-10;IDBIG00024189;3690000000089;BigCsv Label 40;Artist 189;Album X;Track 24189;Spotify;ID;3187;4.0263
2024-11;IDBIG00024190;3690000000090;BigCsv Label 41;Artist 190;Album X;Track 24190;Spotify;ID;1989;0.3927
2024-12;IDBIG00024191;3690000000091;BigCsv Label 42;Artist 191;Album X;Track 24191;Spotify;ID;1195;4.3469
2024-01;IDBIG00024192;3690000000092;BigCsv Label 43;Artist 192;Album X;Track 24192;Spotify;ID;1876;0.4414
2024-02;IDBIG00024193;3690000000093;BigCsv Label 44;Artist 193;Album X;Track 24193;Spotify;ID;4890;4.4373
2024-03;IDBIG00024194;3690000000094;BigCsv Label 45;Artist 194;Album X;Track 24194;Spotify;ID;732;1.6081
2024-04;IDBIG00024195;3690000000095;BigCsv Label 46;Artist 195;Album X;Track 24195;Spotify;ID;4958;4.8074
2024-05;IDBIG00024196;3690000000096;BigCsv Label 47;Artist 196;Album X;Track 24196;Spotify;ID;4469;4.5752
2024-06;IDBIG00024197;3690000000097;BigCsv Label 48;Artist 197;Album X;Track 24197;Spotify;ID;2346;3.4953
2024-07;IDBIG00024198;3690000000098;BigCsv Label 49;Artist 198;Album X;Track 24198;Spotify;ID;3265;3.9901
2024-08;IDBIG00024199;3690000000099;BigCsv Label 50;Artist 199;Album X;Track 24199;Spotify;ID;1017;4.4848
2024-09;IDBIG00024200;3690000000000;BigCsv Label 1;Artist 0;Album X;Track 24200;Spotify;ID;4701;2.1429
2024-10;IDBIG00024201;3690000000001;BigCsv Label 2;Artist 1;Album X;Track 24201;Spotify;ID;2640;3.2829
2024-11;IDBIG00024202;3690000000002;BigCsv Label 3;Artist 2;Album X;Track 24202;Spotify;ID;453;1.9047
2024-12;IDBIG00024203;3690000000003;BigCsv Label 4;Artist 3;Album X;Track 24203;Spotify;ID;1432;2.7527
2024-01;IDBIG00024204;3690000000004;BigCsv Label 5;Artist 4;Album X;Track 24204;Spotify;ID;2593;0.0476
2024-02;IDBIG00024205;3690000000005;BigCsv Label 6;Artist 5;Album X;Track 24205;Spotify;ID;4643;0.1403
2024-03;IDBIG00024206;3690000000006;BigCsv Label 7;Artist 6;Album X;Track 24206;Spotify;ID;3020;3.1574
2024-04;IDBIG00024207;3690000000007;BigCsv Label 8;Artist 7;Album X;Track 24207;Spotify;ID;720;1.0762
2024-05;IDBIG00024208;3690000000008;BigCsv Label 9;Artist 8;Album X;Track 24208;Spotify;ID;3969;2.8117
2024-06;IDBIG00024209;3690000000009;BigCsv Label 10;Artist 9;Album X;Track 24209;Spotify;ID;2733;1.7340
2024-07;IDBIG00024210;3690000000010;BigCsv Label 11;Artist 10;Album X;Track 24210;Spotify;ID;4548;4.3151
2024-08;IDBIG00024211;3690000000011;BigCsv Label 12;Artist 11;Album X;Track 24211;Spotify;ID;4374;4.8831
2024-09;IDBIG00024212;3690000000012;BigCsv Label 13;Artist 12;Album X;Track 24212;Spotify;ID;2311;3.4674
2024-10;IDBIG00024213;3690000000013;BigCsv Label 14;Artist 13;Album X;Track 24213;Spotify;ID;3773;2.4958
2024-11;IDBIG00024214;3690000000014;BigCsv Label 15;Artist 14;Album X;Track 24214;Spotify;ID;1618;1.7125
2024-12;IDBIG00024215;3690000000015;BigCsv Label 16;Artist 15;Album X;Track 24215;Spotify;ID;2511;3.2128
2024-01;IDBIG00024216;3690000000016;BigCsv Label 17;Artist 16;Album X;Track 24216;Spotify;ID;1807;2.4166
2024-02;IDBIG00024217;3690000000017;BigCsv Label 18;Artist 17;Album X;Track 24217;Spotify;ID;1064;2.0780
2024-03;IDBIG00024218;3690000000018;BigCsv Label 19;Artist 18;Album X;Track 24218;Spotify;ID;2043;4.2922
2024-04;IDBIG00024219;3690000000019;BigCsv Label 20;Artist 19;Album X;Track 24219;Spotify;ID;4163;1.5663
2024-05;IDBIG00024220;3690000000020;BigCsv Label 21;Artist 20;Album X;Track 24220;Spotify;ID;3138;4.0208
2024-06;IDBIG00024221;3690000000021;BigCsv Label 22;Artist 21;Album X;Track 24221;Spotify;ID;478;1.2987
2024-07;IDBIG00024222;3690000000022;BigCsv Label 23;Artist 22;Album X;Track 24222;Spotify;ID;1690;4.6858
2024-08;IDBIG00024223;3690000000023;BigCsv Label 24;Artist 23;Album X;Track 24223;Spotify;ID;1135;2.4884
2024-09;IDBIG00024224;3690000000024;BigCsv Label 25;Artist 24;Album X;Track 24224;Spotify;ID;2775;4.6992
2024-10;IDBIG00024225;3690000000025;BigCsv Label 26;Artist 25;Album X;Track 24225;Spotify;ID;2587;0.1496
2024-11;IDBIG00024226;3690000000026;BigCsv Label 27;Artist 26;Album X;Track 24226;Spotify;ID;1416;0.4710
2024-12;IDBIG00024227;3690000000027;BigCsv Label 28;Artist 27;Album X;Track 24227;Spotify;ID;2332;3.5823
2024-01;IDBIG00024228;3690000000028;BigCsv Label 29;Artist 28;Album X;Track 24228;Spotify;ID;1506;0.7347
2024-02;IDBIG00024229;3690000000029;BigCsv Label 30;Artist 29;Album X;Track 24229;Spotify;ID;4940;4.0825
2024-03;IDBIG00024230;3690000000030;BigCsv Label 31;Artist 30;Album X;Track 24230;Spotify;ID;1675;2.0650
2024-04;IDBIG00024231;3690000000031;BigCsv Label 32;Artist 31;Album X;Track 24231;Spotify;ID;239;0.1175
2024-05;IDBIG00024232;3690000000032;BigCsv Label 33;Artist 32;Album X;Track 24232;Spotify;ID;704;1.2044
2024-06;IDBIG00024233;3690000000033;BigCsv Label 34;Artist 33;Album X;Track 24233;Spotify;ID;988;3.4195
2024-07;IDBIG00024234;3690000000034;BigCsv Label 35;Artist 34;Album X;Track 24234;Spotify;ID;3513;0.3800
2024-08;IDBIG00024235;3690000000035;BigCsv Label 36;Artist 35;Album X;Track 24235;Spotify;ID;3120;4.0509
2024-09;IDBIG00024236;3690000000036;BigCsv Label 37;Artist 36;Album X;Track 24236;Spotify;ID;948;2.6141
2024-10;IDBIG00024237;3690000000037;BigCsv Label 38;Artist 37;Album X;Track 24237;Spotify;ID;2745;3.6768
2024-11;IDBIG00024238;3690000000038;BigCsv Label 39;Artist 38;Album X;Track 24238;Spotify;ID;4473;0.9822
2024-12;IDBIG00024239;3690000000039;BigCsv Label 40;Artist 39;Album X;Track 24239;Spotify;ID;1644;4.2404
2024-01;IDBIG00024240;3690000000040;BigCsv Label 41;Artist 40;Album X;Track 24240;Spotify;ID;3340;0.4645
2024-02;IDBIG00024241;3690000000041;BigCsv Label 42;Artist 41;Album X;Track 24241;Spotify;ID;3737;0.4857
2024-03;IDBIG00024242;3690000000042;BigCsv Label 43;Artist 42;Album X;Track 24242;Spotify;ID;1312;0.7711
2024-04;IDBIG00024243;3690000000043;BigCsv Label 44;Artist 43;Album X;Track 24243;Spotify;ID;2090;0.9543
2024-05;IDBIG00024244;3690000000044;BigCsv Label 45;Artist 44;Album X;Track 24244;Spotify;ID;4509;1.4703
2024-06;IDBIG00024245;3690000000045;BigCsv Label 46;Artist 45;Album X;Track 24245;Spotify;ID;4677;1.0452
2024-07;IDBIG00024246;3690000000046;BigCsv Label 47;Artist 46;Album X;Track 24246;Spotify;ID;655;0.5936
2024-08;IDBIG00024247;3690000000047;BigCsv Label 48;Artist 47;Album X;Track 24247;Spotify;ID;2945;1.5717
2024-09;IDBIG00024248;3690000000048;BigCsv Label 49;Artist 48;Album X;Track 24248;Spotify;ID;919;4.9283
2024-10;IDBIG00024249;3690000000049;BigCsv Label 50;Artist 49;Album X;Track 24249;Spotify;ID;906;2.5797
2024-11;IDBIG00024250;3690000000050;BigCsv Label 1;Artist 50;Album X;Track 24250;Spotify;ID;254;4.9270
2024-12;IDBIG00024251;3690000000051;BigCsv Label 2;Artist 51;Album X;Track 24251;Spotify;ID;4697;4.2344
2024-01;IDBIG00024252;3690000000052;BigCsv Label 3;Artist 52;Album X;Track 24252;Spotify;ID;3905;1.7077
2024-02;IDBIG00024253;3690000000053;BigCsv Label 4;Artist 53;Album X;Track 24253;Spotify;ID;2493;3.1001
2024-03;IDBIG00024254;3690000000054;BigCsv Label 5;Artist 54;Album X;Track 24254;Spotify;ID;1778;3.5787
2024-04;IDBIG00024255;3690000000055;BigCsv Label 6;Artist 55;Album X;Track 24255;Spotify;ID;1123;4.3776
2024-05;IDBIG00024256;3690000000056;BigCsv Label 7;Artist 56;Album X;Track 24256;Spotify;ID;1644;1.2632
2024-06;IDBIG00024257;3690000000057;BigCsv Label 8;Artist 57;Album X;Track 24257;Spotify;ID;155;4.3548
2024-07;IDBIG00024258;3690000000058;BigCsv Label 9;Artist 58;Album X;Track 24258;Spotify;ID;285;3.7827
2024-08;IDBIG00024259;3690000000059;BigCsv Label 10;Artist 59;Album X;Track 24259;Spotify;ID;2223;2.4731
2024-09;IDBIG00024260;3690000000060;BigCsv Label 11;Artist 60;Album X;Track 24260;Spotify;ID;226;1.0173
2024-10;IDBIG00024261;3690000000061;BigCsv Label 12;Artist 61;Album X;Track 24261;Spotify;ID;2888;0.1851
2024-11;IDBIG00024262;3690000000062;BigCsv Label 13;Artist 62;Album X;Track 24262;Spotify;ID;4489;4.9523
2024-12;IDBIG00024263;3690000000063;BigCsv Label 14;Artist 63;Album X;Track 24263;Spotify;ID;2896;1.6340
2024-01;IDBIG00024264;3690000000064;BigCsv Label 15;Artist 64;Album X;Track 24264;Spotify;ID;200;0.7988
2024-02;IDBIG00024265;3690000000065;BigCsv Label 16;Artist 65;Album X;Track 24265;Spotify;ID;764;4.5515
2024-03;IDBIG00024266;3690000000066;BigCsv Label 17;Artist 66;Album X;Track 24266;Spotify;ID;3790;4.8600
2024-04;IDBIG00024267;3690000000067;BigCsv Label 18;Artist 67;Album X;Track 24267;Spotify;ID;4013;2.4889
2024-05;IDBIG00024268;3690000000068;BigCsv Label 19;Artist 68;Album X;Track 24268;Spotify;ID;2501;1.2340
2024-06;IDBIG00024269;3690000000069;BigCsv Label 20;Artist 69;Album X;Track 24269;Spotify;ID;1802;1.9582
2024-07;IDBIG00024270;3690000000070;BigCsv Label 21;Artist 70;Album X;Track 24270;Spotify;ID;450;4.4713
2024-08;IDBIG00024271;3690000000071;BigCsv Label 22;Artist 71;Album X;Track 24271;Spotify;ID;3454;1.5648
2024-09;IDBIG00024272;3690000000072;BigCsv Label 23;Artist 72;Album X;Track 24272;Spotify;ID;2165;1.9484
2024-10;IDBIG00024273;3690000000073;BigCsv Label 24;Artist 73;Album X;Track 24273;Spotify;ID;4703;1.6590
2024-11;IDBIG00024274;3690000000074;BigCsv Label 25;Artist 74;Album X;Track 24274;Spotify;ID;3721;4.9949
2024-12;IDBIG00024275;3690000000075;BigCsv Label 26;Artist 75;Album X;Track 24275;Spotify;ID;2290;2.5082
2024-01;IDBIG00024276;3690000000076;BigCsv Label 27;Artist 76;Album X;Track 24276;Spotify;ID;4874;4.5646
2024-02;IDBIG00024277;3690000000077;BigCsv Label 28;Artist 77;Album X;Track 24277;Spotify;ID;4812;1.5964
2024-03;IDBIG00024278;3690000000078;BigCsv Label 29;Artist 78;Album X;Track 24278;Spotify;ID;1759;3.1321
2024-04;IDBIG00024279;3690000000079;BigCsv Label 30;Artist 79;Album X;Track 24279;Spotify;ID;4602;3.1244
2024-05;IDBIG00024280;3690000000080;BigCsv Label 31;Artist 80;Album X;Track 24280;Spotify;ID;267;2.4944
2024-06;IDBIG00024281;3690000000081;BigCsv Label 32;Artist 81;Album X;Track 24281;Spotify;ID;3802;3.3067
2024-07;IDBIG00024282;3690000000082;BigCsv Label 33;Artist 82;Album X;Track 24282;Spotify;ID;1627;0.2905
2024-08;IDBIG00024283;3690000000083;BigCsv Label 34;Artist 83;Album X;Track 24283;Spotify;ID;1589;3.4991
2024-09;IDBIG00024284;3690000000084;BigCsv Label 35;Artist 84;Album X;Track 24284;Spotify;ID;2898;1.3082
2024-10;IDBIG00024285;3690000000085;BigCsv Label 36;Artist 85;Album X;Track 24285;Spotify;ID;2534;1.9887
2024-11;IDBIG00024286;3690000000086;BigCsv Label 37;Artist 86;Album X;Track 24286;Spotify;ID;2513;2.3489
2024-12;IDBIG00024287;3690000000087;BigCsv Label 38;Artist 87;Album X;Track 24287;Spotify;ID;702;1.9997
2024-01;IDBIG00024288;3690000000088;BigCsv Label 39;Artist 88;Album X;Track 24288;Spotify;ID;3208;3.9193
2024-02;IDBIG00024289;3690000000089;BigCsv Label 40;Artist 89;Album X;Track 24289;Spotify;ID;4628;2.8041
2024-03;IDBIG00024290;3690000000090;BigCsv Label 41;Artist 90;Album X;Track 24290;Spotify;ID;194;2.0818
2024-04;IDBIG00024291;3690000000091;BigCsv Label 42;Artist 91;Album X;Track 24291;Spotify;ID;1140;4.8908
2024-05;IDBIG00024292;3690000000092;BigCsv Label 43;Artist 92;Album X;Track 24292;Spotify;ID;1153;3.7359
2024-06;IDBIG00024293;3690000000093;BigCsv Label 44;Artist 93;Album X;Track 24293;Spotify;ID;2201;0.5519
2024-07;IDBIG00024294;3690000000094;BigCsv Label 45;Artist 94;Album X;Track 24294;Spotify;ID;1453;3.7456
2024-08;IDBIG00024295;3690000000095;BigCsv Label 46;Artist 95;Album X;Track 24295;Spotify;ID;387;1.7691
2024-09;IDBIG00024296;3690000000096;BigCsv Label 47;Artist 96;Album X;Track 24296;Spotify;ID;539;0.9184
2024-10;IDBIG00024297;3690000000097;BigCsv Label 48;Artist 97;Album X;Track 24297;Spotify;ID;773;0.7389
2024-11;IDBIG00024298;3690000000098;BigCsv Label 49;Artist 98;Album X;Track 24298;Spotify;ID;2107;3.9677
2024-12;IDBIG00024299;3690000000099;BigCsv Label 50;Artist 99;Album X;Track 24299;Spotify;ID;103;3.5604
2024-01;IDBIG00024300;3690000000000;BigCsv Label 1;Artist 100;Album X;Track 24300;Spotify;ID;1944;1.9171
2024-02;IDBIG00024301;3690000000001;BigCsv Label 2;Artist 101;Album X;Track 24301;Spotify;ID;206;0.8678
2024-03;IDBIG00024302;3690000000002;BigCsv Label 3;Artist 102;Album X;Track 24302;Spotify;ID;2670;2.4405
2024-04;IDBIG00024303;3690000000003;BigCsv Label 4;Artist 103;Album X;Track 24303;Spotify;ID;1703;1.1105
2024-05;IDBIG00024304;3690000000004;BigCsv Label 5;Artist 104;Album X;Track 24304;Spotify;ID;2292;2.2185
2024-06;IDBIG00024305;3690000000005;BigCsv Label 6;Artist 105;Album X;Track 24305;Spotify;ID;2298;0.7612
2024-07;IDBIG00024306;3690000000006;BigCsv Label 7;Artist 106;Album X;Track 24306;Spotify;ID;2682;3.8385
2024-08;IDBIG00024307;3690000000007;BigCsv Label 8;Artist 107;Album X;Track 24307;Spotify;ID;2163;1.6817
2024-09;IDBIG00024308;3690000000008;BigCsv Label 9;Artist 108;Album X;Track 24308;Spotify;ID;3924;2.5547
2024-10;IDBIG00024309;3690000000009;BigCsv Label 10;Artist 109;Album X;Track 24309;Spotify;ID;4341;3.6114
2024-11;IDBIG00024310;3690000000010;BigCsv Label 11;Artist 110;Album X;Track 24310;Spotify;ID;609;3.2794
2024-12;IDBIG00024311;3690000000011;BigCsv Label 12;Artist 111;Album X;Track 24311;Spotify;ID;2294;0.9676
2024-01;IDBIG00024312;3690000000012;BigCsv Label 13;Artist 112;Album X;Track 24312;Spotify;ID;4175;1.6997
2024-02;IDBIG00024313;3690000000013;BigCsv Label 14;Artist 113;Album X;Track 24313;Spotify;ID;3464;0.1517
2024-03;IDBIG00024314;3690000000014;BigCsv Label 15;Artist 114;Album X;Track 24314;Spotify;ID;4874;3.6057
2024-04;IDBIG00024315;3690000000015;BigCsv Label 16;Artist 115;Album X;Track 24315;Spotify;ID;4741;1.6161
2024-05;IDBIG00024316;3690000000016;BigCsv Label 17;Artist 116;Album X;Track 24316;Spotify;ID;958;4.2472
2024-06;IDBIG00024317;3690000000017;BigCsv Label 18;Artist 117;Album X;Track 24317;Spotify;ID;4001;4.1580
2024-07;IDBIG00024318;3690000000018;BigCsv Label 19;Artist 118;Album X;Track 24318;Spotify;ID;2797;0.5557
